value,location_id,date,province_id,autonomous_region_id,_id
119873,39075,2011,39,6,39075/2011-01-01
117986,39075,2012,39,6,39075/2012-01-01
116278,39075,2013,39,6,39075/2013-01-01
114212,39075,2014,39,6,39075/2014-01-01
111893,39075,2015,39,6,39075/2015-01-01
